UID,StudentName,Admission,Current Status,Score,Graduation,Department,is_budget,notes
STU002241,Кузнецов Дарья Павловна,04/09/2029,обучается,"4,41",2033,Юриспруденция,yes,manual_fix
STU002057,Смирнов Павел Дмитриевна,2026,академ,3.81,2030,Лингвистика,no,
STU002311,Смирнов Павел Михайлович,10/01/2030,обучается,"4,79",2034,Юриспруденция,no,manual_fix
STU001906,Козлов Павел Дмитриевич,2029,Учится,4.27,2033,Информатика,no,
STU002206,Попов Татьяна Сергеевна,09.10.2030,обучается,"4,52",2034,История,no,
STU001941,Козлов Егор Дмитриевна,2028-11-28,graduated,3.37,2034,Физика,no,
,Смирнов Мария Алексеевна,2026-02-25,Учится,4.52,2030,Математика,no,manual_fix
STU000238,Петров Дарья Михайловна,2025,обучается,4.36,2031,Менеджмент,yes,
STU002306,Соколов Алина Ивановна,12/20/2025,обучается,3.40,2029,Лингвистика,no,
STU000426,Соколов Елена Сергеевна,11.02.2026,обучается,4.15,2031,Менеджмент,no,manual_fix
STU001304,Соколов Сергей Алексеевич,01.09.2025,отчислен,3.12,2029,Физика,yes,reimport
STU002338,Соколов Дмитрий Алексеевна,06.08.2025,академ,"3,39",2031,История,yes,
STU000110,Кузнецов Виктория Дмитриевна,05.05.2027,обучается,3.46,2032,Математика,no,manual_fix
STU000329,Попов Сергей Михайловна,11/01/2027,академ,4.13,2032,История,no,manual_fix
,Соколов Иван Дмитриевна,2028-06-13,ACTIVE,3.57,2034,Экономика,no,manual_fix
STU000692,Кузнецов Анна Алексеевич,25.07.2029,Учится,"3,72",2033,Лингвистика,yes,
STU000487,Козлов Павел Алексеевич,2025-04-06,отчислен,"4,61",2030,Юриспруденция,yes,
STU001222,Кузнецов Дарья Сергеевич,2026,отчислен,3.95,2032,История,yes,
STU001336,Соколов Мария Павловна,2027,выпущен,3.66,2032,История,no,
STU002312,Попов Дарья Павлович,2026,академ,3.77,2030,Лингвистика,yes,
STU001919,Лебедев Алексей Алексеевич,2025-08-09,graduated,,2030,Менеджмент,yes,
STU001128,Попов Ольга Алексеевич,2030-03-19,Учится,"3,05",2034,Информатика,no,
STU001167,Лебедев Анна Алексеевна,05/22/2025,в академе,,2030,История,no,
STU002042,Лебедев Ольга Сергеевич,2030-09-04,отчислен,"3,07",2034,Информатика,yes,manual_fix
STU000082,Смирнов Егор Алексеевич,2028-01-17,обучается,4.25,2033,Физика,yes,manual_fix
 STU000281 ,Кузнецов Дмитрий Дмитриевич,2029-09-28,обучается,"3,86",2034,Физика,yes,reimport
STU002252,Попов Михаил Ивановна,2028,отчислен,3.86,2032,Лингвистика,yes,
 STU000769 ,Смирнов Михаил Алексеевич,2027,ACTIVE,,2033,Физика,yes,
STU002324,Соколов Никита Павлович,22.02.2026,выпущен,2.90,2032,Менеджмент,no,
STU000538,Соколов Сергей Павловна,2026,выпущен,,2030,История,no,manual_fix
STU002324,Соколов Никита Павлович,12.10.2026,обучается,"3,18",2032,Лингвистика,yes,
,Козлов Михаил Сергеевна,03/20/2025,отчислен,,2029,Математика,no,manual_fix
STU002361,Иванов Никита Михайловна,2029,обучается,4.47,2034,Лингвистика,no,reimport
STU001174,Попов Ольга Сергеевна,03/18/2026,обучается,4.54,2032,Физика,no,reimport
STU000084,Кузнецов Елена Михайловна,15.12.2028,академ,"3,12",2032,История,no,reimport
STU002247,Кузнецов Сергей Ивановна,2026,Учится,"4,29",2031,Математика,no,
STU000358,Кузнецов Анна Ивановна,04/15/2028,обучается,"4,25",2033,Менеджмент,yes,reimport
STU002355,Соколов Татьяна Павловна,05/13/2029,Учится,3.67,2033,Лингвистика,yes,
STU000358,Кузнецов Анна Ивановна,03/25/2028,отчислен,"4,34",2033,Экономика,no,
STU002186,Смирнов Михаил Михайловна,05/21/2028,обучается,4.60,2033,Экономика,yes,manual_fix
STU000344,Иванов Татьяна Павловна,2026-11-23,выпущен,"4,04",2032,Физика,no,
STU001906,Козлов Павел Дмитриевич,2029,Учится,4.11,2033,Менеджмент,yes,reimport
STU000243,Кузнецов Иван Дмитриевна,28.03.2027,graduated,4.07,2031,Юриспруденция,no,
STU001265,Лебедев Михаил Сергеевна,2027,в академе,3.27,2031,Лингвистика,no,reimport
STU002252,Попов Михаил Ивановна,08/21/2028,обучается,3.68,2032,Менеджмент,no,manual_fix
STU001472,Петров Михаил Алексеевна,2025,enrolled,3.12,2030,Математика,yes,
STU000700,Козлов Виктория Михайлович,25.06.2029,Учится,,2033,Менеджмент,yes,
STU002276,Иванов Павел Иванович,26.03.2027,обучается,4.37,2032,Юриспруденция,no,
STU001262,Кузнецов Анна Дмитриевич,2029,ACTIVE,"4,74",2034,Информатика,no,manual_fix
STU000360,Попов Иван Сергеевич,2025,в академе,3.87,2030,Физика,no,reimport
STU001804,Козлов Дарья Ивановна,25.10.2026,отчислен,"3,34",2030,Менеджмент,yes,manual_fix
STU000554,Лебедев Ольга Сергеевич,2029,обучается,3.35,2034,История,no,reimport
STU002340,Петров Анна Дмитриевич,05/14/2029,обучается,3.49,2034,Менеджмент,yes,
STU000744,Лебедев Ольга Михайлович,05/19/2030,обучается,,2034,Физика,no,
STU001612,Кузнецов Дмитрий Сергеевич,07/23/2025,Учится,4.95,2031,История,yes,manual_fix
STU001386,Иванов Дарья Сергеевич,23.08.2027,выпущен,3.29,2031,Лингвистика,yes,
STU001113,Петров Сергей Алексеевна,20.01.2030,обучается,3.20,2034,Лингвистика,no,
STU001299,Попов Анна Павловна,2029,suspended,"4,15",2034,История,yes,manual_fix
STU001620,Петров Дарья Дмитриевич,2025-04-08,обучается,4.39,2031,Информатика,no,manual_fix
STU001112,Кузнецов Сергей Дмитриевна,2030,обучается,4.92,2034,История,yes,
STU001632,Попов Сергей Дмитриевич,2029-09-09,академ,3.46,2034,Информатика,no,
STU002271,Попов Сергей Сергеевна,02.01.2025,академ,4.31,2031,Информатика,yes,manual_fix
STU001222,Кузнецов Дарья Сергеевич,11.05.2026,отчислен,3.98,2032,Физика,yes,
STU001786,Петров Дмитрий Алексеевич,2030,обучается,3.23,2034,Информатика,no,reimport
STU001538,Петров Никита Ивановна,2028-01-10,обучается,3.27,2032,Менеджмент,no,reimport
STU002382,Соколов Сергей Михайловна,27.06.2027,Учится,"3,92",2032,Юриспруденция,no,
STU001336,Соколов Мария Павловна,15.08.2027,выпущен,3.99,2032,Менеджмент,no,manual_fix
STU002235,Лебедев Сергей Сергеевна,09.08.2026,в академе,4.25,2030,Менеджмент,yes,manual_fix
STU000096,Лебедев Алексей Михайлович,2026-07-24,отчислен,,2032,История,no,manual_fix
STU000365,Козлов Анна Павлович,2027-08-15,Учится,"3,85",2031,Экономика,yes,manual_fix
STU000188,Петров Анна Сергеевна,2030,ACTIVE,4.97,2034,Математика,yes,
STU000859,Кузнецов Ольга Ивановна,2029-01-20,обучается,4.43,2034,Юриспруденция,no,
STU000752,Петров Сергей Иванович,23.05.2027,Учится,4.06,2031,Математика,yes,manual_fix
STU002324,Соколов Никита Павлович,22.08.2026,обучается,"3,30",2032,Лингвистика,yes,
STU000788,Петров Иван Алексеевна,2026,обучается,4.00,2031,Лингвистика,yes,reimport
,Кузнецов Анна Дмитриевич,2029-10-20,обучается,"4,97",2034,Физика,yes,
 STU001857 ,Соколов Павел Иванович,12/08/2028,graduated,4.04,2034,Математика,yes,
,Соколов Алина Ивановна,07/15/2025,обучается,3.43,2029,Юриспруденция,no,manual_fix
STU001152,Козлов Иван Дмитриевич,2028,в академе,3.59,2032,Математика,no,manual_fix
STU001333,Козлов Никита Павлович,04/13/2030,обучается,"3,85",2034,Лингвистика,yes,manual_fix
STU002382,Соколов Сергей Михайловна,04/03/2027,в академе,"3,51",2032,Юриспруденция,no,manual_fix
STU001157,Попов Сергей Дмитриевна,2028-07-15,обучается,"4,38",2033,История,no,reimport
STU002042,Лебедев Ольга Сергеевич,01/02/2030,обучается,3.43,2034,Экономика,yes,
STU001627,Соколов Сергей Сергеевич,08/04/2030,обучается,"4,70",2034,История,yes,
STU002047,Петров Сергей Михайлович,02.09.2027,отчислен,3.39,2033,История,yes,
