ID студента,ФИО,Год поступления,Статус,Средний балл,Год выпуска,Город,Комментарий
STU000961,Козлов Дарья Ивановна,04.12.2019,выпущен,"2,88",2025,Новосибирск,
STU001370,Лебедев Сергей Алексеевна,2020,graduated,4.24,2025,СПб,повтор
STU001938,Петров Дарья Павловна,11/20/2018,выпущен,"4,84",2024,Екатеринбург,перевод
STU001445,Смирнов Иван Михайлович,12/20/2020,graduated,,2024,Москва,
STU000608,Козлов Алина Иванович,10/08/2016,отчислен,4.62,2020,Екатеринбург,
STU001125,Соколов Никита Дмитриевич,11/10/2017,обучается,3.64,2023,Новосибирск,
STU001463,Лебедев Дарья Алексеевич,2018-05-28,отчислен,3.36,2024,Томск,академ отпуск
STU000465,Лебедев Никита Михайловна,2016-08-28,выпущен,4.05,2021,Москва,
STU000698,Козлов Егор Ивановна,2019,выпущен,"3,13",2025,Новосибирск,
,Лебедев Егор Павлович,07/24/2018,graduated,4.81,2022,Москва,
STU000265,Петров Дмитрий Михайлович,02/01/2016,выпущен,4.04,2020,Новосибирск,академ отпуск
STU000650,Лебедев Елена Иванович,2020-07-25,выпущен,4.41,2024,Москва,
STU001959,Смирнов Елена Дмитриевич,17.10.2016,отчислен,4.26,2022,Томск,
,Петров Татьяна Михайловна,2018,в академе,3.26,2024,Москва,
STU001339,Соколов Дарья Иванович,2016,выпущен,4.70,2020,Москва,перевод
STU001865,Козлов Алексей Дмитриевич,2020,в академе,4.12,2025,СПб,повтор
STU001793,Лебедев Виктория Ивановна,03.11.2017,отчислен,4.70,2021,Новосибирск,перевод
STU001812,Петров Татьяна Дмитриевна,2020,выпущен,,2024,Екатеринбург,
STU000854,Попов Елена Алексеевна,01.04.2016,выпущен,3.53,2022,Екатеринбург,академ отпуск
STU001570,Смирнов Дмитрий Ивановна,2017-08-25,выпущен,3.56,2021,Казань,повтор
STU002017,Лебедев Елена Павловна,2016,обучается,"4,61",2020,Томск,
STU000169,Соколов Алина Алексеевич,2016,выпущен,"3,31",2021,Екатеринбург,
STU002033,Соколов Никита Ивановна,10/25/2019,выпущен,3.91,2025,Томск,перевод
STU001619,Попов Дарья Алексеевич,2018-01-04,выпущен,3.54,2024,Москва,перевод
STU001098,Лебедев Татьяна Дмитриевна,09/08/2020,выпущен,3.75,2025,СПб,
STU001959,Смирнов Елена Дмитриевич,2016,graduated,4.19,2022,Москва,перевод
STU001387,Попов Ольга Дмитриевна,10/04/2020,академ,,2026,Новосибирск,академ отпуск
STU002010,Соколов Михаил Павлович,2018,graduated,4.37,2023,Новосибирск,
STU000227,Соколов Анна Иванович,08.10.2020,graduated,3.43,2024,Томск,перевод
STU000917,Петров Виктория Алексеевна,03/15/2019,отчислен,4.25,2024,Казань,академ отпуск
STU002197,Соколов Дмитрий Михайловна,04/20/2016,отчислен,3.27,2021,Новосибирск,
STU001672,Кузнецов Алексей Михайловна,07/26/2019,suspended,4.90,2025,Екатеринбург,
STU000044,Лебедев Мария Сергеевна,2017,отчислен,,2023,Москва,академ отпуск
STU002270,Козлов Михаил Павлович,2017,enrolled,3.17,2022,Томск,перевод
STU001765,Попов Егор Михайлович,27.05.2018,выпущен,3.80,2024,Екатеринбург,повтор
STU002288,Смирнов Иван Дмитриевна,2019,в академе,4.47,2023,Казань,
STU002193,Соколов Елена Дмитриевич,2017,suspended,5.00,2023,Казань,
STU001089,Попов Сергей Сергеевна,2019-10-01,выпущен,"4,36",2023,Казань,
STU002107,Смирнов Иван Дмитриевич,2016,выпущен,4.36,2022,Москва,повтор
STU000978,Козлов Елена Дмитриевич,2016-06-06,отчислен,"3,18",2022,Томск,повтор
STU002041,Петров Алексей Сергеевич,2018,выпущен,4.74,2022,Екатеринбург,перевод
STU001182,Лебедев Дарья Алексеевна,2016-10-21,graduated,3.93,2020,Томск,повтор
STU001065,Попов Иван Сергеевич,01/22/2020,обучается,3.71,2024,Томск,
STU000634,Лебедев Дмитрий Дмитриевич,2017-03-14,выпущен,"3,54",2023,Казань,академ отпуск
STU001369,Козлов Алексей Сергеевич,11/26/2019,выпущен,4.15,2025,СПб,
STU001145,Козлов Никита Алексеевна,07/16/2018,отчислен,3.48,2023,Москва,
STU001450,Попов Татьяна Павловна,2016,отчислен,3.88,2020,Москва,
STU000406,Козлов Мария Дмитриевна,14.03.2020,выпущен,3.87,2025,Новосибирск,академ отпуск
STU000121,Петров Алина Алексеевна,28.10.2016,graduated,4.47,2020,Москва,повтор
STU001943,Лебедев Анна Павловна,07.12.2018,suspended,3.60,2022,Казань,повтор
STU000126,Кузнецов Алексей Михайлович,2018,отчислен,,2024,Москва,
,Попов Никита Сергеевич,12/02/2019,отчислен,4.01,2024,Москва,академ отпуск
STU000643,Соколов Алексей Павловна,2017-01-26,graduated,3.97,2021,Екатеринбург,академ отпуск
STU000088,Кузнецов Алина Павлович,04/24/2017,отчислен,"3,39",2022,Екатеринбург,академ отпуск
STU000628,Кузнецов Татьяна Иванович,2018-03-22,обучается,"4,32",2024,Казань,
STU001588,Попов Виктория Сергеевич,2018,академ,4.27,2023,Казань,перевод
STU001631,Иванов Виктория Павловна,2020-11-04,отчислен,"5,00",2025,Казань,повтор
STU000251,Смирнов Иван Дмитриевна,2020-05-07,выпущен,4.67,2024,Екатеринбург,
STU000087,Соколов Егор Михайловна,2016,graduated,4.20,2020,Москва,повтор
STU001316,Петров Мария Павлович,10.07.2017,в академе,,2023,Новосибирск,
STU001760,Кузнецов Виктория Павловна,12.10.2016,ACTIVE,4.15,2021,Екатеринбург,повтор
STU000887,Иванов Алина Иванович,2019-04-19,выпущен,"4,18",2024,СПб,повтор
STU000410,Козлов Никита Павлович,2017-08-08,выпущен,"4,77",2021,СПб,перевод
STU001712,Иванов Дмитрий Михайловна,12/21/2016,graduated,3.28,2022,Новосибирск,перевод
STU001621,Козлов Алексей Алексеевна,2017-12-03,отчислен,3.59,2023,Новосибирск,
STU000529,Попов Мария Михайлович,11/15/2019,выпущен,"4,31",2023,Екатеринбург,перевод
STU002004,Кузнецов Дмитрий Павловна,03/25/2017,выпущен,"3,75",2023,Казань,повтор
STU001564,Кузнецов Татьяна Павловна,2017-07-08,выпущен,4.01,2021,Казань,
STU000221,Иванов Дарья Дмитриевна,2019,отчислен,"4,13",2023,Казань,перевод
STU001006,Попов Дмитрий Сергеевна,06/24/2016,выпущен,3.25,2021,Новосибирск,академ отпуск
STU000715,Иванов Елена Алексеевна,07/21/2018,выпущен,3.55,2024,Казань,
STU002071,Лебедев Мария Михайлович,2018-03-12,выпущен,"4,46",2024,Новосибирск,перевод
STU000758,Смирнов Алексей Дмитриевна,2018,отчислен,3.46,2024,Томск,повтор
STU000705,Иванов Павел Сергеевна,2020,отчислен,4.01,2025,СПб,
STU001230,Соколов Татьяна Михайлович,12/18/2018,отчислен,3.64,2022,СПб,перевод
STU000872,Лебедев Егор Алексеевна,03/22/2020,graduated,"4,28",2025,Казань,повтор
STU002296,Петров Сергей Павловна,2016-10-21,выпущен,3.97,2020,СПб,
STU000664,Лебедев Никита Алексеевич,2019,выпущен,3.57,2025,Томск,перевод
STU001948,Иванов Алина Алексеевич,14.08.2020,в академе,3.96,2026,Москва,
STU000425,Лебедев Виктория Павловна,09/19/2016,выпущен,4.71,2022,СПб,
STU002288,Смирнов Иван Дмитриевна,10/06/2019,выпущен,"4,41",2023,СПб,повтор
